state,region,disease,year,cases,incidence_per_100k,population
Mizoram,Northeast,Pneumonia,2023,9606,9.21,104255890
Mizoram,Northeast,Tuberculosis,2024,79466,75.01,105944443
Mizoram,Northeast,Malaria,2024,57411,54.19,105944443
Mizoram,Northeast,Dengue,2024,91387,86.26,105944443
Mizoram,Northeast,HIV/AIDS,2024,37579,35.47,105944443
Mizoram,Northeast,Measles,2024,83316,78.64,105944443
Mizoram,Northeast,Hepatitis B,2024,85112,80.34,105944443
Mizoram,Northeast,Diarrhoeal Disease,2024,42663,40.27,105944443
Mizoram,Northeast,Pneumonia,2024,42423,40.04,105944443
Nagaland,Northeast,Tuberculosis,2015,25439,66.39,38317202
Nagaland,Northeast,Malaria,2015,1853,4.84,38317202
Nagaland,Northeast,Dengue,2015,31667,82.64,38317202
Nagaland,Northeast,HIV/AIDS,2015,77071,201.14,38317202
Nagaland,Northeast,Measles,2015,81028,211.47,38317202
Nagaland,Northeast,Hepatitis B,2015,31794,82.98,38317202
Nagaland,Northeast,Diarrhoeal Disease,2015,52049,135.84,38317202
Nagaland,Northeast,Pneumonia,2015,79908,208.54,38317202
Nagaland,Northeast,Tuberculosis,2016,92397,110.1,83917718
Nagaland,Northeast,Malaria,2016,29995,35.74,83917718
Nagaland,Northeast,Dengue,2016,31225,37.21,83917718
Nagaland,Northeast,HIV/AIDS,2016,5125,6.11,83917718
Nagaland,Northeast,Measles,2016,34236,40.8,83917718
Nagaland,Northeast,Hepatitis B,2016,45241,53.91,83917718
Nagaland,Northeast,Diarrhoeal Disease,2016,95072,,83917718
Nagaland,Northeast,Pneumonia,2016,61439,73.21,83917718
Nagaland,Northeast,Tuberculosis,2017,90734,826.08,10983663
Nagaland,Northeast,Malaria,2017,68232,621.21,10983663
Nagaland,Northeast,Dengue,2017,58707,534.49,10983663
Nagaland,Northeast,HIV/AIDS,2017,16930,154.14,10983663
Nagaland,Northeast,Measles,2017,40224,366.22,10983663
Nagaland,Northeast,Hepatitis B,2017,77220,703.04,10983663
Nagaland,Northeast,Diarrhoeal Disease,2017,3866,35.2,10983663
Nagaland,Northeast,Pneumonia,2017,42626,388.09,10983663
Nagaland,Northeast,Tuberculosis,2018,90971,146.59,62059014
Nagaland,Northeast,Malaria,2018,52383,84.41,62059014
Nagaland,Northeast,Dengue,2018,68033,109.63,62059014
Nagaland,Northeast,HIV/AIDS,2018,80225,129.27,62059014
Nagaland,Northeast,Measles,2018,64554,104.02,62059014
Nagaland,Northeast,Hepatitis B,2018,96496,155.49,62059014
Nagaland,Northeast,Diarrhoeal Disease,2018,10591,17.07,62059014
Nagaland,Northeast,Pneumonia,2018,22179,35.74,62059014
Nagaland,Northeast,Tuberculosis,2019,67759,275.86,24562658
Nagaland,Northeast,Malaria,2019,77378,315.02,24562658
Nagaland,Northeast,Dengue,2019,10736,43.71,24562658
Nagaland,Northeast,HIV/AIDS,2019,18972,77.24,24562658
Nagaland,Northeast,Measles,2019,97197,395.71,24562658
Nagaland,Northeast,Hepatitis B,2019,49203,200.32,24562658
Nagaland,Northeast,Diarrhoeal Disease,2019,93724,381.57,24562658
Nagaland,Northeast,Pneumonia,2019,93478,380.57,24562658
Nagaland,Northeast,Tuberculosis,2020,23112,89.78,25741941
Nagaland,Northeast,Malaria,2020,88408,343.44,25741941
Nagaland,Northeast,Dengue,2020,94489,367.06,25741941
Nagaland,Northeast,HIV/AIDS,2020,20930,81.31,25741941
Nagaland,Northeast,Measles,2020,44187,171.65,25741941
Nagaland,Northeast,Hepatitis B,2020,50369,195.67,25741941
Nagaland,Northeast,Diarrhoeal Disease,2020,10954,42.55,25741941
Nagaland,Northeast,Pneumonia,2020,84228,327.2,25741941
Nagaland,Northeast,Tuberculosis,2021,95294,430.34,22143871
Nagaland,Northeast,Malaria,2021,88637,400.28,22143871
Nagaland,Northeast,Dengue,2021,33866,152.94,22143871
Nagaland,Northeast,HIV/AIDS,2021,46140,208.36,22143871
Nagaland,Northeast,Measles,2021,14700,66.38,22143871
Nagaland,Northeast,Hepatitis B,2021,89190,402.78,22143871
Nagaland,Northeast,Diarrhoeal Disease,2021,85805,387.49,22143871
Nagaland,Northeast,Pneumonia,2021,2207,9.97,22143871
Nagaland,Northeast,Tuberculosis,2022,88770,341.32,26008062
Nagaland,Northeast,Malaria,2022,59708,229.57,26008062
Nagaland,Northeast,Dengue,2022,79487,305.62,26008062
Nagaland,Northeast,HIV/AIDS,2022,64939,249.69,26008062
Nagaland,Northeast,Measles,2022,49735,191.23,26008062
Nagaland,Northeast,Hepatitis B,2022,93921,361.12,26008062
Nagaland,Northeast,Diarrhoeal Disease,2022,28183,108.36,26008062
Nagaland,Northeast,Pneumonia,2022,68705,264.17,26008062
Nagaland,Northeast,Tuberculosis,2023,44006,36.91,119239516
Nagaland,Northeast,Malaria,2023,4510,3.78,119239516
Nagaland,Northeast,Dengue,2023,97928,82.13,119239516
Nagaland,Northeast,HIV/AIDS,2023,52398,43.94,119239516
Nagaland,Northeast,Measles,2023,94473,79.23,119239516
Nagaland,Northeast,Hepatitis B,2023,19593,16.43,119239516
Nagaland,Northeast,Diarrhoeal Disease,2023,74141,62.18,119239516
Nagaland,Northeast,Pneumonia,2023,43637,36.6,119239516
Nagaland,Northeast,Tuberculosis,2024,13251,80.57,16447214
Nagaland,Northeast,Malaria,2024,95367,579.84,16447214
Nagaland,Northeast,Dengue,2024,16432,99.91,16447214
Nagaland,Northeast,HIV/AIDS,2024,98126,596.61,16447214
Nagaland,Northeast,Measles,2024,79056,480.66,16447214
Nagaland,Northeast,Hepatitis B,2024,57756,351.16,16447214
Nagaland,Northeast,Diarrhoeal Disease,2024,28112,170.92,16447214
Nagaland,Northeast,Pneumonia,2024,77853,473.35,16447214
Odisha,East,Tuberculosis,2015,43282,221.99,19497442
Odisha,East,Malaria,2015,69731,357.64,19497442
Odisha,East,Dengue,2015,8568,43.94,19497442
Odisha,East,HIV/AIDS,2015,77751,,19497442
Odisha,East,Measles,2015,7830,40.16,19497442
Odisha,East,Hepatitis B,2015,75778,388.66,19497442
Odisha,East,Diarrhoeal Disease,2015,18887,96.87,19497442
Odisha,East,Pneumonia,2015,84095,431.31,19497442
Odisha,East,Tuberculosis,2016,76565,271.92,28156794
Odisha,East,Malaria,2016,94896,337.03,28156794
Odisha,East,Dengue,2016,44807,159.13,28156794
Odisha,East,HIV/AIDS,2016,66394,235.8,28156794
Odisha,East,Measles,2016,61171,217.25,28156794
Odisha,East,Hepatitis B,2016,54376,193.12,28156794
Odisha,East,Diarrhoeal Disease,2016,28011,99.48,28156794
Odisha,East,Pneumonia,2016,78411,278.48,28156794
Odisha,East,Tuberculosis,2017,53065,207.85,25530362
Odisha,East,Malaria,2017,42952,168.24,25530362
Odisha,East,Dengue,2017,56682,222.02,25530362
Odisha,East,HIV/AIDS,2017,53362,209.01,25530362
Odisha,East,Measles,2017,30906,121.06,25530362
Odisha,East,Hepatitis B,2017,7857,30.78,25530362
Odisha,East,Diarrhoeal Disease,2017,25876,101.35,25530362
Odisha,East,Pneumonia,2017,31379,122.91,25530362
Odisha,East,Tuberculosis,2018,19008,25.82,73609839
Odisha,East,Malaria,2018,87802,119.28,73609839
Odisha,East,Dengue,2018,80897,109.9,73609839
Odisha,East,HIV/AIDS,2018,36129,49.08,73609839
Odisha,East,Measles,2018,82046,111.46,73609839
Odisha,East,Hepatitis B,2018,84975,115.44,73609839
Odisha,East,Diarrhoeal Disease,2018,34497,46.86,73609839
Odisha,East,Pneumonia,2018,89483,121.56,73609839
Odisha,East,Tuberculosis,2019,57871,55.35,104553090
Odisha,East,Malaria,2019,5808,5.56,104553090
Odisha,East,Dengue,2019,12050,11.53,104553090
Odisha,East,HIV/AIDS,2019,58115,55.58,104553090
Odisha,East,Measles,2019,74284,71.05,104553090
Odisha,East,Hepatitis B,2019,28123,26.9,104553090
Odisha,East,Diarrhoeal Disease,2019,53788,51.45,104553090
Odisha,East,Pneumonia,2019,52323,50.04,104553090
Odisha,East,Tuberculosis,2020,90785,222.35,40830465
Odisha,East,Malaria,2020,47324,115.9,40830465
Odisha,East,Dengue,2020,89805,219.95,40830465
Odisha,East,HIV/AIDS,2020,64583,158.17,40830465
Odisha,East,Measles,2020,21692,53.13,40830465
Odisha,East,Hepatitis B,2020,19442,47.62,40830465
Odisha,East,Diarrhoeal Disease,2020,37351,91.48,40830465
Odisha,East,Pneumonia,2020,44473,108.92,40830465
Odisha,East,Tuberculosis,2021,28078,28.85,97313146
Odisha,East,Malaria,2021,41806,42.96,97313146
Odisha,East,Dengue,2021,46837,48.13,97313146
Odisha,East,HIV/AIDS,2021,25771,26.48,97313146
Odisha,East,Measles,2021,86787,89.18,97313146
Odisha,East,Hepatitis B,2021,70192,72.13,97313146
Odisha,East,Diarrhoeal Disease,2021,27571,,97313146
Odisha,East,Pneumonia,2021,78996,81.18,97313146
Odisha,East,Tuberculosis,2022,32957,45.25,72837171
Odisha,East,Malaria,2022,39598,54.37,72837171
Odisha,East,Dengue,2022,81440,111.81,72837171
Odisha,East,HIV/AIDS,2022,32217,44.23,72837171
Odisha,East,Measles,2022,41531,57.02,72837171
Odisha,East,Hepatitis B,2022,9098,12.49,72837171
Odisha,East,Diarrhoeal Disease,2022,76219,104.64,72837171
Odisha,East,Pneumonia,2022,30192,41.45,72837171
Odisha,East,Tuberculosis,2023,33652,38.08,88361947
Odisha,East,Malaria,2023,49057,55.52,88361947
Odisha,East,Dengue,2023,63258,71.59,88361947
Odisha,East,HIV/AIDS,2023,22894,25.91,88361947
Odisha,East,Measles,2023,24984,28.27,88361947
Odisha,East,Hepatitis B,2023,15488,17.53,88361947
Odisha,East,Diarrhoeal Disease,2023,12844,14.54,88361947
Odisha,East,Pneumonia,2023,26298,29.76,88361947
Odisha,East,Tuberculosis,2024,4419,5.35,82580344
Odisha,East,Malaria,2024,89773,108.71,82580344
Odisha,East,Dengue,2024,6575,7.96,82580344
Odisha,East,HIV/AIDS,2024,53512,64.8,82580344
Odisha,East,Measles,2024,76529,92.67,82580344
Odisha,East,Hepatitis B,2024,73549,89.06,82580344
Odisha,East,Diarrhoeal Disease,2024,96551,116.92,82580344
Odisha,East,Pneumonia,2024,44141,53.45,82580344
Punjab,North,Tuberculosis,2015,7186,16.19,44391686
Punjab,North,Malaria,2015,90371,203.58,44391686
Punjab,North,Dengue,2015,205,0.46,44391686
Punjab,North,HIV/AIDS,2015,70175,158.08,44391686
Punjab,North,Measles,2015,44373,99.96,44391686
Punjab,North,Hepatitis B,2015,97502,219.64,44391686
Punjab,North,Diarrhoeal Disease,2015,10069,22.68,44391686
Punjab,North,Pneumonia,2015,19327,43.54,44391686
Punjab,North,Tuberculosis,2016,89298,463.14,19281078
Punjab,North,Malaria,2016,80048,415.16,19281078
Punjab,North,Dengue,2016,43091,223.49,19281078
Punjab,North,HIV/AIDS,2016,8678,45.01,19281078
Punjab,North,Measles,2016,8370,43.41,19281078
Punjab,North,Hepatitis B,2016,14211,73.7,19281078
Punjab,North,Diarrhoeal Disease,2016,22679,117.62,19281078
Punjab,North,Pneumonia,2016,59257,307.33,19281078
Punjab,North,Tuberculosis,2017,24816,201.47,12317298
Punjab,North,Malaria,2017,74643,606.0,12317298
Punjab,North,Dengue,2017,60710,492.88,12317298
Punjab,North,HIV/AIDS,2017,49823,404.5,12317298
Punjab,North,Measles,2017,31983,259.66,12317298
Punjab,North,Hepatitis B,2017,89534,726.9,12317298
Punjab,North,Diarrhoeal Disease,2017,71784,582.79,12317298
Punjab,North,Pneumonia,2017,24843,201.69,12317298
Punjab,North,Tuberculosis,2018,24824,56.02,44311267
Punjab,North,Malaria,2018,12165,27.45,44311267
Punjab,North,Dengue,2018,44204,99.76,44311267
Punjab,North,HIV/AIDS,2018,57649,130.1,44311267
Punjab,North,Measles,2018,6422,14.49,44311267
Punjab,North,Hepatitis B,2018,82417,,44311267
Punjab,North,Diarrhoeal Disease,2018,71838,162.12,44311267
Punjab,North,Pneumonia,2018,35739,80.65,44311267
Punjab,North,Tuberculosis,2019,17118,154.54,11076721
Punjab,North,Malaria,2019,82087,741.08,11076721
Punjab,North,Dengue,2019,31794,287.03,11076721
Punjab,North,HIV/AIDS,2019,65388,590.32,11076721
Punjab,North,Measles,2019,17546,158.4,11076721
Punjab,North,Hepatitis B,2019,75958,685.74,11076721
Punjab,North,Diarrhoeal Disease,2019,21106,190.54,11076721
Punjab,North,Pneumonia,2019,78968,712.92,11076721
Punjab,North,Tuberculosis,2020,28035,138.12,20298157
Punjab,North,Malaria,2020,5209,25.66,20298157
Punjab,North,Dengue,2020,30077,148.18,20298157
Punjab,North,HIV/AIDS,2020,66988,330.02,20298157
Punjab,North,Measles,2020,226,1.11,20298157
Punjab,North,Hepatitis B,2020,19042,93.81,20298157
Punjab,North,Diarrhoeal Disease,2020,84446,416.03,20298157
Punjab,North,Pneumonia,2020,59152,291.42,20298157
Punjab,North,Tuberculosis,2021,48311,,124628169
Punjab,North,Malaria,2021,34006,27.29,124628169
Punjab,North,Dengue,2021,31148,24.99,124628169
Punjab,North,HIV/AIDS,2021,4090,3.28,124628169
Punjab,North,Measles,2021,99022,79.45,124628169
Punjab,North,Hepatitis B,2021,8329,6.68,124628169
Punjab,North,Diarrhoeal Disease,2021,23765,19.07,124628169
Punjab,North,Pneumonia,2021,20634,16.56,124628169
Punjab,North,Tuberculosis,2022,52784,48.3,109294655
Punjab,North,Malaria,2022,14279,13.06,109294655
Punjab,North,Dengue,2022,8602,7.87,109294655
Punjab,North,HIV/AIDS,2022,27990,25.61,109294655
Punjab,North,Measles,2022,89861,82.22,109294655
Punjab,North,Hepatitis B,2022,43183,39.51,109294655
Punjab,North,Diarrhoeal Disease,2022,88154,,109294655
Punjab,North,Pneumonia,2022,65477,59.91,109294655
Punjab,North,Tuberculosis,2023,78918,76.12,103669066
Punjab,North,Malaria,2023,737,0.71,103669066
Punjab,North,Dengue,2023,99461,95.94,103669066
Punjab,North,HIV/AIDS,2023,99915,,103669066
Punjab,North,Measles,2023,18893,18.22,103669066
Punjab,North,Hepatitis B,2023,56609,,103669066
Punjab,North,Diarrhoeal Disease,2023,26635,25.69,103669066
Punjab,North,Pneumonia,2023,68503,66.08,103669066
Punjab,North,Tuberculosis,2024,95967,366.94,26153672
Punjab,North,Malaria,2024,3094,11.83,26153672
Punjab,North,Dengue,2024,53626,205.04,26153672
Punjab,North,HIV/AIDS,2024,42670,163.15,26153672
Punjab,North,Measles,2024,58900,225.21,26153672
Punjab,North,Hepatitis B,2024,44285,169.33,26153672
Punjab,North,Diarrhoeal Disease,2024,57540,220.01,26153672
Punjab,North,Pneumonia,2024,92417,353.36,26153672
Rajasthan,North,Tuberculosis,2015,72582,,116621624
Rajasthan,North,Malaria,2015,82526,70.76,116621624
Rajasthan,North,Dengue,2015,48364,41.47,116621624
Rajasthan,North,HIV/AIDS,2015,77056,66.07,116621624
Rajasthan,North,Measles,2015,44734,38.36,116621624
Rajasthan,North,Hepatitis B,2015,65754,56.38,116621624
Rajasthan,North,Diarrhoeal Disease,2015,44857,38.46,116621624
Rajasthan,North,Pneumonia,2015,46897,40.21,116621624
Rajasthan,North,Tuberculosis,2016,19514,111.43,17512406
Rajasthan,North,Malaria,2016,26685,152.38,17512406
Rajasthan,North,Dengue,2016,70614,403.22,17512406
Rajasthan,North,HIV/AIDS,2016,68718,392.4,17512406
Rajasthan,North,Measles,2016,10001,57.11,17512406
Rajasthan,North,Hepatitis B,2016,42282,241.44,17512406
Rajasthan,North,Diarrhoeal Disease,2016,291,1.66,17512406
Rajasthan,North,Pneumonia,2016,86907,496.26,17512406
Rajasthan,North,Tuberculosis,2017,93572,204.17,45830531
Rajasthan,North,Malaria,2017,38031,82.98,45830531
Rajasthan,North,Dengue,2017,86926,189.67,45830531
Rajasthan,North,HIV/AIDS,2017,56359,122.97,45830531
Rajasthan,North,Measles,2017,41520,90.59,45830531
Rajasthan,North,Hepatitis B,2017,9711,21.19,45830531
Rajasthan,North,Diarrhoeal Disease,2017,50196,109.53,45830531
Rajasthan,North,Pneumonia,2017,55030,120.07,45830531
Rajasthan,North,Tuberculosis,2018,49248,41.02,120055731
Rajasthan,North,Malaria,2018,25608,21.33,120055731
Rajasthan,North,Dengue,2018,6845,5.7,120055731
Rajasthan,North,HIV/AIDS,2018,33714,28.08,120055731
Rajasthan,North,Measles,2018,183,0.15,120055731
Rajasthan,North,Hepatitis B,2018,96476,80.36,120055731
Rajasthan,North,Diarrhoeal Disease,2018,31443,26.19,120055731
Rajasthan,North,Pneumonia,2018,16776,13.97,120055731
Rajasthan,North,Tuberculosis,2019,84878,81.99,103517500
Rajasthan,North,Malaria,2019,92173,89.04,103517500
Rajasthan,North,Dengue,2019,45901,44.34,103517500
Rajasthan,North,HIV/AIDS,2019,67952,65.64,103517500
Rajasthan,North,Measles,2019,51425,,103517500
Rajasthan,North,Hepatitis B,2019,23982,23.17,103517500
Rajasthan,North,Diarrhoeal Disease,2019,5762,5.57,103517500
Rajasthan,North,Pneumonia,2019,23844,23.03,103517500
Rajasthan,North,Tuberculosis,2020,33487,53.29,62844328
Rajasthan,North,Malaria,2020,6654,10.59,62844328
Rajasthan,North,Dengue,2020,79963,127.24,62844328
Rajasthan,North,HIV/AIDS,2020,60853,96.83,62844328
Rajasthan,North,Measles,2020,15634,24.88,62844328
Rajasthan,North,Hepatitis B,2020,69944,,62844328
Rajasthan,North,Diarrhoeal Disease,2020,19694,31.34,62844328
Rajasthan,North,Pneumonia,2020,54683,87.01,62844328
Rajasthan,North,Tuberculosis,2021,83983,86.98,96559053
Rajasthan,North,Malaria,2021,94275,97.63,96559053
Rajasthan,North,Dengue,2021,36379,37.68,96559053
Rajasthan,North,HIV/AIDS,2021,58244,60.32,96559053
Rajasthan,North,Measles,2021,78858,81.67,96559053
Rajasthan,North,Hepatitis B,2021,68273,70.71,96559053
Rajasthan,North,Diarrhoeal Disease,2021,43699,45.26,96559053
Rajasthan,North,Pneumonia,2021,81111,84.0,96559053
Rajasthan,North,Tuberculosis,2022,25230,,77129919
Rajasthan,North,Malaria,2022,31000,40.19,77129919
Rajasthan,North,Dengue,2022,37372,48.45,77129919
Rajasthan,North,HIV/AIDS,2022,3297,,77129919
Rajasthan,North,Measles,2022,82006,106.32,77129919
Rajasthan,North,Hepatitis B,2022,79920,103.62,77129919
Rajasthan,North,Diarrhoeal Disease,2022,65291,84.65,77129919
Rajasthan,North,Pneumonia,2022,40919,53.05,77129919
Rajasthan,North,Tuberculosis,2023,42173,92.7,45495110
Rajasthan,North,Malaria,2023,2444,5.37,45495110
Rajasthan,North,Dengue,2023,83042,182.53,45495110
Rajasthan,North,HIV/AIDS,2023,46049,101.22,45495110
Rajasthan,North,Measles,2023,89973,197.76,45495110
Rajasthan,North,Hepatitis B,2023,3243,7.13,45495110
Rajasthan,North,Diarrhoeal Disease,2023,87656,192.67,45495110
Rajasthan,North,Pneumonia,2023,55662,122.35,45495110
Rajasthan,North,Tuberculosis,2024,58102,,84513809
Rajasthan,North,Malaria,2024,37586,44.47,84513809
Rajasthan,North,Dengue,2024,60890,72.05,84513809
Rajasthan,North,HIV/AIDS,2024,73501,,84513809
Rajasthan,North,Measles,2024,73050,86.44,84513809
Rajasthan,North,Hepatitis B,2024,37417,44.27,84513809
Rajasthan,North,Diarrhoeal Disease,2024,74228,87.83,84513809
Rajasthan,North,Pneumonia,2024,67420,,84513809
Sikkim,Northeast,Tuberculosis,2015,98446,110.25,89294413
Sikkim,Northeast,Malaria,2015,41192,46.13,89294413
Sikkim,Northeast,Dengue,2015,13210,14.79,89294413
Sikkim,Northeast,HIV/AIDS,2015,2352,2.63,89294413
Sikkim,Northeast,Measles,2015,55617,62.28,89294413
Sikkim,Northeast,Hepatitis B,2015,10230,11.46,89294413
Sikkim,Northeast,Diarrhoeal Disease,2015,31316,35.07,89294413
Sikkim,Northeast,Pneumonia,2015,34112,38.2,89294413
Sikkim,Northeast,Tuberculosis,2016,77970,,96112373
Sikkim,Northeast,Malaria,2016,48304,50.26,96112373
Sikkim,Northeast,Dengue,2016,46424,48.3,96112373
Sikkim,Northeast,HIV/AIDS,2016,31332,32.6,96112373
Sikkim,Northeast,Measles,2016,49087,51.07,96112373
Sikkim,Northeast,Hepatitis B,2016,91519,,96112373
Sikkim,Northeast,Diarrhoeal Disease,2016,54004,56.19,96112373
Sikkim,Northeast,Pneumonia,2016,37613,,96112373
Sikkim,Northeast,Tuberculosis,2017,39768,45.56,87285086
Sikkim,Northeast,Malaria,2017,57291,65.64,87285086
Sikkim,Northeast,Dengue,2017,88587,101.49,87285086
Sikkim,Northeast,HIV/AIDS,2017,29058,33.29,87285086
Sikkim,Northeast,Measles,2017,3509,4.02,87285086
Sikkim,Northeast,Hepatitis B,2017,29717,,87285086
Sikkim,Northeast,Diarrhoeal Disease,2017,51185,58.64,87285086
Sikkim,Northeast,Pneumonia,2017,51507,59.01,87285086
Sikkim,Northeast,Tuberculosis,2018,33298,89.78,37088107
Sikkim,Northeast,Malaria,2018,87498,235.92,37088107
Sikkim,Northeast,Dengue,2018,50938,137.34,37088107
Sikkim,Northeast,HIV/AIDS,2018,57889,156.09,37088107
Sikkim,Northeast,Measles,2018,54353,146.55,37088107
Sikkim,Northeast,Hepatitis B,2018,3595,9.69,37088107
Sikkim,Northeast,Diarrhoeal Disease,2018,61755,166.51,37088107
Sikkim,Northeast,Pneumonia,2018,132,0.36,37088107
Sikkim,Northeast,Tuberculosis,2019,28804,33.52,85925023
Sikkim,Northeast,Malaria,2019,60515,70.43,85925023
Sikkim,Northeast,Dengue,2019,55746,64.88,85925023
Sikkim,Northeast,HIV/AIDS,2019,96627,112.46,85925023
Sikkim,Northeast,Measles,2019,31701,36.89,85925023
Sikkim,Northeast,Hepatitis B,2019,94223,109.66,85925023
Sikkim,Northeast,Diarrhoeal Disease,2019,34540,40.2,85925023
Sikkim,Northeast,Pneumonia,2019,34328,39.95,85925023
Sikkim,Northeast,Tuberculosis,2020,38828,37.6,103277924
Sikkim,Northeast,Malaria,2020,75598,73.2,103277924
Sikkim,Northeast,Dengue,2020,42320,40.98,103277924
Sikkim,Northeast,HIV/AIDS,2020,44110,42.71,103277924
Sikkim,Northeast,Measles,2020,94419,91.42,103277924
Sikkim,Northeast,Hepatitis B,2020,64532,62.48,103277924
Sikkim,Northeast,Diarrhoeal Disease,2020,77519,75.06,103277924
Sikkim,Northeast,Pneumonia,2020,40820,39.52,103277924
Sikkim,Northeast,Tuberculosis,2021,35407,42.56,83188246
Sikkim,Northeast,Malaria,2021,59022,70.95,83188246
Sikkim,Northeast,Dengue,2021,7284,8.76,83188246
Sikkim,Northeast,HIV/AIDS,2021,45333,54.49,83188246
Sikkim,Northeast,Measles,2021,79164,95.16,83188246
Sikkim,Northeast,Hepatitis B,2021,42977,51.66,83188246
Sikkim,Northeast,Diarrhoeal Disease,2021,31428,37.78,83188246
Sikkim,Northeast,Pneumonia,2021,95828,115.19,83188246
Sikkim,Northeast,Tuberculosis,2022,65986,53.62,123060907
Sikkim,Northeast,Malaria,2022,79270,64.42,123060907
Sikkim,Northeast,Dengue,2022,79288,64.43,123060907
Sikkim,Northeast,HIV/AIDS,2022,34010,27.64,123060907
Sikkim,Northeast,Measles,2022,87063,,123060907
Sikkim,Northeast,Hepatitis B,2022,94085,76.45,123060907
Sikkim,Northeast,Diarrhoeal Disease,2022,18043,14.66,123060907
Sikkim,Northeast,Pneumonia,2022,52708,42.83,123060907
Sikkim,Northeast,Tuberculosis,2023,75119,121.07,62048017
Sikkim,Northeast,Malaria,2023,51237,82.58,62048017
Sikkim,Northeast,Dengue,2023,82273,132.6,62048017
Sikkim,Northeast,HIV/AIDS,2023,81697,131.67,62048017
Sikkim,Northeast,Measles,2023,30315,48.86,62048017
Sikkim,Northeast,Hepatitis B,2023,8766,14.13,62048017
Sikkim,Northeast,Diarrhoeal Disease,2023,51657,83.25,62048017
Sikkim,Northeast,Pneumonia,2023,2671,4.3,62048017
Sikkim,Northeast,Tuberculosis,2024,46729,51.2,91266570
Sikkim,Northeast,Malaria,2024,10350,11.34,91266570
Sikkim,Northeast,Dengue,2024,83181,91.14,91266570
Sikkim,Northeast,HIV/AIDS,2024,61086,66.93,91266570
Sikkim,Northeast,Measles,2024,8151,8.93,91266570
Sikkim,Northeast,Hepatitis B,2024,46396,50.84,91266570
Sikkim,Northeast,Diarrhoeal Disease,2024,39756,,91266570
Sikkim,Northeast,Pneumonia,2024,63531,69.61,91266570
Tamil Nadu,South,Tuberculosis,2015,3144,15.87,19813504
Tamil Nadu,South,Malaria,2015,12512,63.15,19813504
Tamil Nadu,South,Dengue,2015,33525,169.2,19813504
Tamil Nadu,South,HIV/AIDS,2015,81745,412.57,19813504
Tamil Nadu,South,Measles,2015,78142,394.39,19813504
Tamil Nadu,South,Hepatitis B,2015,3161,15.95,19813504
Tamil Nadu,South,Diarrhoeal Disease,2015,32285,162.94,19813504
Tamil Nadu,South,Pneumonia,2015,13207,66.66,19813504
Tamil Nadu,South,Tuberculosis,2016,78023,210.59,37049283
Tamil Nadu,South,Malaria,2016,85670,231.23,37049283
Tamil Nadu,South,Dengue,2016,53220,143.65,37049283
Tamil Nadu,South,HIV/AIDS,2016,24154,65.19,37049283
Tamil Nadu,South,Measles,2016,2088,5.64,37049283
Tamil Nadu,South,Hepatitis B,2016,5851,15.79,37049283
Tamil Nadu,South,Diarrhoeal Disease,2016,63372,171.05,37049283
Tamil Nadu,South,Pneumonia,2016,40063,108.13,37049283
Tamil Nadu,South,Tuberculosis,2017,3781,6.51,58045523
Tamil Nadu,South,Malaria,2017,97186,167.43,58045523
Tamil Nadu,South,Dengue,2017,7824,13.48,58045523
Tamil Nadu,South,HIV/AIDS,2017,20422,35.18,58045523
Tamil Nadu,South,Measles,2017,55087,94.9,58045523
Tamil Nadu,South,Hepatitis B,2017,41781,,58045523
Tamil Nadu,South,Diarrhoeal Disease,2017,97905,168.67,58045523
Tamil Nadu,South,Pneumonia,2017,45574,78.51,58045523
Tamil Nadu,South,Tuberculosis,2018,97502,1600.26,6092879
Tamil Nadu,South,Malaria,2018,82909,1360.75,6092879
Tamil Nadu,South,Dengue,2018,59331,973.78,6092879
Tamil Nadu,South,HIV/AIDS,2018,72868,1195.95,6092879
Tamil Nadu,South,Measles,2018,12901,211.74,6092879
Tamil Nadu,South,Hepatitis B,2018,89735,1472.78,6092879
Tamil Nadu,South,Diarrhoeal Disease,2018,88324,1449.63,6092879
Tamil Nadu,South,Pneumonia,2018,97583,,6092879
Tamil Nadu,South,Tuberculosis,2019,45239,48.78,92749663
Tamil Nadu,South,Malaria,2019,2920,3.15,92749663
Tamil Nadu,South,Dengue,2019,95665,103.14,92749663
Tamil Nadu,South,HIV/AIDS,2019,45831,49.41,92749663
Tamil Nadu,South,Measles,2019,85629,92.32,92749663
Tamil Nadu,South,Hepatitis B,2019,58828,63.43,92749663
Tamil Nadu,South,Diarrhoeal Disease,2019,50673,,92749663
Tamil Nadu,South,Pneumonia,2019,764,0.82,92749663
Tamil Nadu,South,Tuberculosis,2020,5238,43.66,11997982
Tamil Nadu,South,Malaria,2020,1499,12.49,11997982
Tamil Nadu,South,Dengue,2020,46146,384.61,11997982
Tamil Nadu,South,HIV/AIDS,2020,2000,16.67,11997982
Tamil Nadu,South,Measles,2020,62097,,11997982
Tamil Nadu,South,Hepatitis B,2020,64134,534.54,11997982
Tamil Nadu,South,Diarrhoeal Disease,2020,14930,,11997982
Tamil Nadu,South,Pneumonia,2020,82346,686.33,11997982
Tamil Nadu,South,Tuberculosis,2021,85405,102.68,83174316
Tamil Nadu,South,Malaria,2021,86478,103.97,83174316
Tamil Nadu,South,Dengue,2021,94306,113.38,83174316
